Home Team,Away Team,Date,Time,Game Week,Home Score,Away Score
21,1,15/09/2023,02:28,1,1,2
17,5,15/09/2023,02:28,1,2,2
11,16,15/09/2023,02:28,1,1,1
2,12,15/09/2023,02:28,1,3,0
18,22,15/09/2023,02:28,1,3,1
13,20,15/09/2023,02:28,1,2,3
15,7,15/09/2023,02:28,1,3,0
3,9,15/09/2023,02:28,1,0,1
10,19,15/09/2023,02:28,1,2,1
8,14,15/09/2023,02:28,1,5,0
17,11,15/09/2023,05:00,1,1,3
15,18,15/09/2023,05:00,1,0,0
12,10,15/09/2023,05:00,1,5,1
5,14,15/09/2023,05:00,1,0,1
20,16,15/09/2023,05:00,1,1,0
2,7,15/09/2023,05:00,1,1,1
13,1,15/09/2023,05:00,1,1,1
3,22,15/09/2023,05:00,1,2,1
9,19,15/09/2023,05:00,1,2,0
21,8,15/09/2023,05:00,1,0,3
11,8,15/09/2023,07:32,1,2,2
15,1,15/09/2023,07:32,1,5,0
20,13,15/09/2023,07:32,1,0,1
14,5,15/09/2023,07:32,1,0,3
2,19,15/09/2023,07:32,1,0,3
3,21,15/09/2023,07:32,1,0,0
17,7,15/09/2023,07:32,1,1,4
16,18,15/09/2023,07:32,1,2,1
10,9,15/09/2023,07:32,1,1,0
12,22,15/09/2023,07:32,1,1,1
2,12,15/09/2023,10:04,1,0,3
16,21,15/09/2023,10:04,1,0,1
8,17,15/09/2023,10:04,1,4,1
9,11,15/09/2023,10:04,1,1,1
3,19,15/09/2023,10:04,1,0,1
18,5,15/09/2023,10:04,1,3,0
20,15,15/09/2023,10:04,1,1,2
10,1,15/09/2023,10:04,1,0,1
14,13,15/09/2023,10:04,1,3,1
7,22,15/09/2023,10:04,1,3,2
11,18,15/09/2023,12:36,1,1,3
20,2,15/09/2023,12:36,1,1,0
22,13,15/09/2023,12:36,1,2,1
19,14,15/09/2023,12:36,1,1,2
7,16,15/09/2023,12:36,1,1,3
9,3,15/09/2023,12:36,1,0,3
17,5,15/09/2023,12:36,1,2,1
8,12,15/09/2023,12:36,1,1,1
15,10,15/09/2023,12:36,1,1,3
21,1,15/09/2023,12:36,1,0,3
13,3,15/09/2023,15:08,1,0,0
1,21,15/09/2023,15:08,1,1,2
18,9,15/09/2023,15:08,1,1,1
16,15,15/09/2023,15:08,1,1,3
7,22,15/09/2023,15:08,1,1,0
20,12,15/09/2023,15:08,1,1,2
11,8,15/09/2023,15:08,1,2,3
5,19,15/09/2023,15:08,1,2,1
14,2,15/09/2023,15:08,1,4,0
10,17,15/09/2023,15:08,1,2,1
1,21,15/09/2023,17:40,1,2,2
15,22,15/09/2023,17:40,1,3,0
11,7,15/09/2023,17:40,1,2,1
18,5,15/09/2023,17:40,1,1,2
14,8,15/09/2023,17:40,1,1,3
19,17,15/09/2023,17:40,1,3,1
12,20,15/09/2023,17:40,1,4,0
13,2,15/09/2023,17:40,1,1,1
3,9,15/09/2023,17:40,1,1,2
10,16,15/09/2023,17:40,1,1,2
3,10,15/09/2023,20:12,1,2,2
15,1,15/09/2023,20:12,1,2,1
12,21,15/09/2023,20:12,1,2,3
5,19,15/09/2023,20:12,1,0,1
13,14,15/09/2023,20:12,1,1,0
8,22,15/09/2023,20:12,1,1,0
17,20,15/09/2023,20:12,1,0,0
7,18,15/09/2023,20:12,1,2,1
11,16,15/09/2023,20:12,1,1,0
9,2,15/09/2023,20:12,1,2,1
7,2,15/09/2023,22:44,1,1,1
8,15,15/09/2023,22:44,1,1,0
14,12,15/09/2023,22:44,1,0,4
10,3,15/09/2023,22:44,1,1,0
21,11,15/09/2023,22:44,1,0,1
9,22,15/09/2023,22:44,1,1,1
1,18,15/09/2023,22:44,1,2,3
19,16,15/09/2023,22:44,1,0,0
20,5,15/09/2023,22:44,1,1,2
13,17,15/09/2023,22:44,1,3,0
12,3,15/09/2023,00:00,2,0,0
18,20,15/09/2023,00:00,2,3,2
13,5,15/09/2023,00:00,2,1,1
17,10,15/09/2023,00:00,2,1,3
1,11,15/09/2023,00:00,2,0,1
14,21,15/09/2023,00:00,2,2,0
22,15,15/09/2023,00:00,2,1,4
7,16,15/09/2023,00:00,2,2,1
19,9,15/09/2023,00:00,2,3,0
2,8,15/09/2023,00:00,2,0,1
1,18,15/09/2023,02:32,2,1,1
7,17,15/09/2023,02:32,2,2,1
21,2,15/09/2023,02:32,2,2,2
5,3,15/09/2023,02:32,2,3,0
20,8,15/09/2023,02:32,2,0,4
12,15,15/09/2023,02:32,2,0,0
9,19,15/09/2023,02:32,2,0,3
16,10,15/09/2023,02:32,2,1,0
14,11,15/09/2023,02:32,2,3,0
22,13,15/09/2023,02:32,2,1,5
18,11,15/09/2023,05:04,2,0,1
1,2,15/09/2023,05:04,2,1,1
10,5,15/09/2023,05:04,2,3,0
8,9,15/09/2023,05:04,2,2,0
14,17,15/09/2023,05:04,2,0,1
16,12,15/09/2023,05:04,2,1,1
21,13,15/09/2023,05:04,2,1,4
7,3,15/09/2023,05:04,2,2,0
19,20,15/09/2023,05:04,2,0,0
22,15,15/09/2023,05:04,2,1,3
19,17,15/09/2023,07:36,2,1,0
11,2,15/09/2023,07:36,2,1,4
21,16,15/09/2023,07:36,2,1,2
8,3,15/09/2023,07:36,2,1,0
22,15,15/09/2023,07:36,2,1,2
5,10,15/09/2023,07:36,2,2,1
18,12,15/09/2023,07:36,2,2,2
1,20,15/09/2023,07:36,2,0,2
9,13,15/09/2023,07:36,2,0,3
7,14,15/09/2023,07:36,2,1,1
20,8,15/09/2023,10:08,2,1,3
12,10,15/09/2023,10:08,2,4,0
21,9,15/09/2023,10:08,2,4,0
1,7,15/09/2023,10:08,2,0,0
5,3,15/09/2023,10:08,2,0,1
13,22,15/09/2023,10:08,2,3,3
11,2,15/09/2023,10:08,2,0,0
15,16,15/09/2023,10:08,2,3,0
17,18,15/09/2023,10:08,2,0,0
19,14,15/09/2023,10:08,2,1,2
10,11,15/09/2023,12:40,2,0,1
7,20,15/09/2023,12:40,2,4,2
2,19,15/09/2023,12:40,2,0,1
5,15,15/09/2023,12:40,2,1,4
16,22,15/09/2023,12:40,2,1,1
13,17,15/09/2023,12:40,2,0,2
18,9,15/09/2023,12:40,2,4,1
1,8,15/09/2023,12:40,2,2,2
12,3,15/09/2023,12:40,2,3,2
14,21,15/09/2023,12:40,2,1,0
11,13,15/09/2023,15:12,2,1,0
21,15,15/09/2023,15:12,2,0,1
22,5,15/09/2023,15:12,2,3,1
12,14,15/09/2023,15:12,2,4,0
19,10,15/09/2023,15:12,2,1,0
9,7,15/09/2023,15:12,2,2,0
17,16,15/09/2023,15:12,2,0,1
3,20,15/09/2023,15:12,2,1,4
2,1,15/09/2023,15:12,2,1,1
8,18,15/09/2023,15:12,2,5,1
5,15,15/09/2023,17:44,2,1,2
22,13,15/09/2023,17:44,2,4,1
16,12,15/09/2023,17:44,2,3,2
21,8,15/09/2023,17:44,2,0,2
9,11,15/09/2023,17:44,2,0,0
20,1,15/09/2023,17:44,2,1,1
17,10,15/09/2023,17:44,2,1,3
18,19,15/09/2023,17:44,2,2,1
2,3,15/09/2023,17:44,2,0,2
7,14,15/09/2023,17:44,2,1,1
14,11,15/09/2023,20:16,2,1,0
20,13,15/09/2023,20:16,2,2,3
18,17,15/09/2023,20:16,2,1,3
1,2,15/09/2023,20:16,2,3,2
10,7,15/09/2023,20:16,2,0,1
19,12,15/09/2023,20:16,2,0,3
22,5,15/09/2023,20:16,2,2,1
16,9,15/09/2023,20:16,2,2,1
3,8,15/09/2023,20:16,2,0,2
21,15,15/09/2023,20:16,2,1,2
22,13,15/09/2023,22:48,2,3,1
16,10,15/09/2023,22:48,2,1,0
17,14,15/09/2023,22:48,2,0,1
3,8,15/09/2023,22:48,2,0,2
12,1,15/09/2023,22:48,2,3,2
11,7,15/09/2023,22:48,2,3,0
5,21,15/09/2023,22:48,2,1,0
18,2,15/09/2023,22:48,2,1,1
19,9,15/09/2023,22:48,2,1,1
15,20,15/09/2023,22:48,2,5,1
15,17,15/09/2023,00:04,3,2,1
9,10,15/09/2023,00:04,3,1,2
5,14,15/09/2023,00:04,3,1,0
16,18,15/09/2023,00:04,3,2,3
3,7,15/09/2023,00:04,3,0,3
20,2,15/09/2023,00:04,3,1,1
21,19,15/09/2023,00:04,3,0,1
12,1,15/09/2023,00:04,3,0,1
8,22,15/09/2023,00:04,3,2,2
11,13,15/09/2023,00:04,3,1,1
11,20,15/09/2023,02:36,3,1,1
15,21,15/09/2023,02:36,3,1,1
19,5,15/09/2023,02:36,3,0,0
3,7,15/09/2023,02:36,3,1,0
9,16,15/09/2023,02:36,3,2,0
8,22,15/09/2023,02:36,3,1,0
2,1,15/09/2023,02:36,3,1,3
10,14,15/09/2023,02:36,3,0,2
17,12,15/09/2023,02:36,3,1,1
13,18,15/09/2023,02:36,3,0,2
15,7,15/09/2023,05:08,3,2,0
18,14,15/09/2023,05:08,3,1,1
11,22,15/09/2023,05:08,3,1,1
13,8,15/09/2023,05:08,3,0,1
5,16,15/09/2023,05:08,3,0,0
17,10,15/09/2023,05:08,3,0,0
12,19,15/09/2023,05:08,3,1,2
20,9,15/09/2023,05:08,3,0,3
2,21,15/09/2023,05:08,3,1,1
3,1,15/09/2023,05:08,3,0,0
2,8,15/09/2023,07:40,3,0,3
9,1,15/09/2023,07:40,3,1,1
16,3,15/09/2023,07:40,3,1,2
10,7,15/09/2023,07:40,3,2,1
14,19,15/09/2023,07:40,3,1,2
20,22,15/09/2023,07:40,3,1,0
15,18,15/09/2023,07:40,3,3,2
12,21,15/09/2023,07:40,3,2,0
13,5,15/09/2023,07:40,3,2,0
17,11,15/09/2023,07:40,3,0,3
22,19,15/09/2023,10:12,3,1,2
10,11,15/09/2023,10:12,3,0,1
13,1,15/09/2023,10:12,3,2,0
2,21,15/09/2023,10:12,3,1,0
14,5,15/09/2023,10:12,3,4,0
18,20,15/09/2023,10:12,3,2,0
8,15,15/09/2023,10:12,3,0,1
9,16,15/09/2023,10:12,3,1,2
3,17,15/09/2023,10:12,3,2,0
7,12,15/09/2023,10:12,3,0,3
19,7,15/09/2023,12:44,3,2,2
9,10,15/09/2023,12:44,3,1,2
12,18,15/09/2023,12:44,3,2,1
15,13,15/09/2023,12:44,3,1,1
11,5,15/09/2023,12:44,3,2,1
3,1,15/09/2023,12:44,3,0,1
17,22,15/09/2023,12:44,3,1,3
21,2,15/09/2023,12:44,3,0,1
8,14,15/09/2023,12:44,3,2,0
20,16,15/09/2023,12:44,3,2,1
10,22,15/09/2023,15:16,3,2,4
15,2,15/09/2023,15:16,3,3,1
14,3,15/09/2023,15:16,3,0,4
21,17,15/09/2023,15:16,3,2,2
20,11,15/09/2023,15:16,3,1,2
16,19,15/09/2023,15:16,3,1,0
13,8,15/09/2023,15:16,3,4,2
1,12,15/09/2023,15:16,3,0,4
5,9,15/09/2023,15:16,3,3,0
7,18,15/09/2023,15:16,3,0,0
21,7,15/09/2023,17:48,3,2,3
11,2,15/09/2023,17:48,3,0,0
1,16,15/09/2023,17:48,3,2,0
14,9,15/09/2023,17:48,3,2,1
3,22,15/09/2023,17:48,3,1,0
12,17,15/09/2023,17:48,3,1,2
8,20,15/09/2023,17:48,3,1,4
19,5,15/09/2023,17:48,3,0,0
10,18,15/09/2023,17:48,3,0,6
13,15,15/09/2023,17:48,3,2,2
13,18,15/09/2023,20:20,3,1,1
2,21,15/09/2023,20:20,3,2,0
9,14,15/09/2023,20:20,3,0,4
1,16,15/09/2023,20:20,3,1,0
17,7,15/09/2023,20:20,3,0,2
12,22,15/09/2023,20:20,3,0,0
11,20,15/09/2023,20:20,3,1,0
15,19,15/09/2023,20:20,3,1,2
5,3,15/09/2023,20:20,3,1,4
8,10,15/09/2023,20:20,3,1,1
14,22,15/09/2023,22:52,3,2,1
7,5,15/09/2023,22:52,3,0,1
8,10,15/09/2023,22:52,3,2,1
9,16,15/09/2023,22:52,3,2,2
18,11,15/09/2023,22:52,3,1,1
20,3,15/09/2023,22:52,3,2,1
1,17,15/09/2023,22:52,3,0,0
21,15,15/09/2023,22:52,3,1,0
13,19,15/09/2023,22:52,3,1,0
2,12,15/09/2023,22:52,3,1,1
14,11,15/09/2023,00:08,4,0,1
17,9,15/09/2023,00:08,4,0,2
22,20,15/09/2023,00:08,4,0,2
19,5,15/09/2023,00:08,4,5,1
15,8,15/09/2023,00:08,4,5,1
7,1,15/09/2023,00:08,4,0,1
10,21,15/09/2023,00:08,4,1,2
18,3,15/09/2023,00:08,4,0,0
2,16,15/09/2023,00:08,4,3,0
13,12,15/09/2023,00:08,4,0,4
22,11,15/09/2023,02:40,4,0,0
1,13,15/09/2023,02:40,4,3,1
21,17,15/09/2023,02:40,4,2,1
2,15,15/09/2023,02:40,4,0,0
12,3,15/09/2023,02:40,4,2,0
14,9,15/09/2023,02:40,4,2,0
7,19,15/09/2023,02:40,4,1,0
18,8,15/09/2023,02:40,4,0,4
20,10,15/09/2023,02:40,4,2,2
5,16,15/09/2023,02:40,4,0,1
10,18,15/09/2023,05:12,4,0,2
19,5,15/09/2023,05:12,4,3,1
7,11,15/09/2023,05:12,4,1,1
1,15,15/09/2023,05:12,4,0,0
8,20,15/09/2023,05:12,4,6,0
21,3,15/09/2023,05:12,4,1,4
9,12,15/09/2023,05:12,4,1,2
13,2,15/09/2023,05:12,4,1,0
16,17,15/09/2023,05:12,4,2,0
22,14,15/09/2023,05:12,4,1,1
5,1,15/09/2023,07:44,4,1,2
22,9,15/09/2023,07:44,4,0,1
21,15,15/09/2023,07:44,4,0,1
2,17,15/09/2023,07:44,4,1,0
3,12,15/09/2023,07:44,4,2,2
11,14,15/09/2023,07:44,4,1,0
8,16,15/09/2023,07:44,4,1,0
7,13,15/09/2023,07:44,4,1,5
19,10,15/09/2023,07:44,4,2,1
18,20,15/09/2023,07:44,4,1,1
16,2,15/09/2023,10:16,4,2,1
19,1,15/09/2023,10:16,4,1,2
17,14,15/09/2023,10:16,4,2,2
20,3,15/09/2023,10:16,4,1,3
11,7,15/09/2023,10:16,4,4,1
8,18,15/09/2023,10:16,4,0,0
21,10,15/09/2023,10:16,4,1,3
5,22,15/09/2023,10:16,4,2,1
12,13,15/09/2023,10:16,4,2,0
15,9,15/09/2023,10:16,4,2,1
5,9,15/09/2023,12:48,4,1,2
16,17,15/09/2023,12:48,4,2,3
2,8,15/09/2023,12:48,4,1,3
10,12,15/09/2023,12:48,4,0,4
20,19,15/09/2023,12:48,4,0,1
1,18,15/09/2023,12:48,4,2,2
14,3,15/09/2023,12:48,4,2,1
13,11,15/09/2023,12:48,4,1,1
22,15,15/09/2023,12:48,4,0,1
7,21,15/09/2023,12:48,4,3,0
22,16,15/09/2023,15:20,4,3,2
12,15,15/09/2023,15:20,4,0,1
19,21,15/09/2023,15:20,4,4,1
8,7,15/09/2023,15:20,4,2,1
13,20,15/09/2023,15:20,4,3,1
2,17,15/09/2023,15:20,4,0,2
11,14,15/09/2023,15:20,4,1,2
18,5,15/09/2023,15:20,4,2,1
3,1,15/09/2023,15:20,4,3,2
9,10,15/09/2023,15:20,4,0,2
16,8,15/09/2023,17:52,4,0,3
19,10,15/09/2023,17:52,4,2,0
9,21,15/09/2023,17:52,4,1,2
5,13,15/09/2023,17:52,4,0,0
18,12,15/09/2023,17:52,4,1,2
2,14,15/09/2023,17:52,4,0,1
20,7,15/09/2023,17:52,4,0,0
17,1,15/09/2023,17:52,4,2,1
15,3,15/09/2023,17:52,4,1,0
22,11,15/09/2023,17:52,4,3,1
10,17,15/09/2023,20:24,4,0,1
8,5,15/09/2023,20:24,4,5,1
7,13,15/09/2023,20:24,4,1,0
21,16,15/09/2023,20:24,4,6,0
20,9,15/09/2023,20:24,4,1,1
3,12,15/09/2023,20:24,4,1,1
18,11,15/09/2023,20:24,4,1,2
14,1,15/09/2023,20:24,4,2,2
22,15,15/09/2023,20:24,4,1,3
19,2,15/09/2023,20:24,4,3,1
17,2,15/09/2023,22:56,4,0,0
9,13,15/09/2023,22:56,4,1,0
15,7,15/09/2023,22:56,4,3,0
12,11,15/09/2023,22:56,4,2,2
22,1,15/09/2023,22:56,4,1,3
10,20,15/09/2023,22:56,4,4,0
5,18,15/09/2023,22:56,4,4,1
16,8,15/09/2023,22:56,4,1,3
19,14,15/09/2023,22:56,4,4,1
3,21,15/09/2023,22:56,4,3,1
7,13,15/09/2023,00:12,5,1,2
11,19,15/09/2023,00:12,5,1,2
1,18,15/09/2023,00:12,5,2,3
3,2,15/09/2023,00:12,5,0,2
16,22,15/09/2023,00:12,5,0,0
12,14,15/09/2023,00:12,5,3,2
8,17,15/09/2023,00:12,5,1,1
20,15,15/09/2023,00:12,5,2,2
21,9,15/09/2023,00:12,5,3,1
5,10,15/09/2023,00:12,5,2,2
11,18,15/09/2023,02:44,5,3,2
17,2,15/09/2023,02:44,5,0,1
16,7,15/09/2023,02:44,5,1,0
8,13,15/09/2023,02:44,5,3,0
15,1,15/09/2023,02:44,5,0,1
3,21,15/09/2023,02:44,5,0,1
10,22,15/09/2023,02:44,5,1,1
19,12,15/09/2023,02:44,5,1,2
9,20,15/09/2023,02:44,5,2,2
5,14,15/09/2023,02:44,5,1,1
22,10,15/09/2023,05:16,5,1,3
12,20,15/09/2023,05:16,5,2,0
11,1,15/09/2023,05:16,5,0,1
18,16,15/09/2023,05:16,5,3,1
3,13,15/09/2023,05:16,5,0,1
15,21,15/09/2023,05:16,5,1,0
5,9,15/09/2023,05:16,5,0,3
2,8,15/09/2023,05:16,5,1,2
17,19,15/09/2023,05:16,5,1,2
14,7,15/09/2023,05:16,5,2,3
20,21,15/09/2023,07:48,5,2,0
5,22,15/09/2023,07:48,5,2,0
9,18,15/09/2023,07:48,5,4,1
1,7,15/09/2023,07:48,5,0,2
12,16,15/09/2023,07:48,5,1,0
15,3,15/09/2023,07:48,5,1,0
14,2,15/09/2023,07:48,5,0,0
17,8,15/09/2023,07:48,5,1,2
10,11,15/09/2023,07:48,5,2,1
13,19,15/09/2023,07:48,5,1,0
1,5,15/09/2023,10:20,5,2,0
7,21,15/09/2023,10:20,5,1,0
2,9,15/09/2023,10:20,5,1,2
10,16,15/09/2023,10:20,5,1,1
19,12,15/09/2023,10:20,5,2,1
3,8,15/09/2023,10:20,5,1,1
13,11,15/09/2023,10:20,5,2,1
14,20,15/09/2023,10:20,5,1,0
22,17,15/09/2023,10:20,5,1,2
18,15,15/09/2023,10:20,5,1,1
11,22,15/09/2023,12:52,5,2,1
1,10,15/09/2023,12:52,5,3,2
12,5,15/09/2023,12:52,5,3,0
15,17,15/09/2023,12:52,5,1,1
9,13,15/09/2023,12:52,5,0,0
18,14,15/09/2023,12:52,5,4,2
8,7,15/09/2023,12:52,5,4,1
3,2,15/09/2023,12:52,5,0,2
21,20,15/09/2023,12:52,5,1,0
19,16,15/09/2023,12:52,5,3,3
15,3,15/09/2023,15:24,5,1,1
16,9,15/09/2023,15:24,5,1,0
2,19,15/09/2023,15:24,5,1,4
10,18,15/09/2023,15:24,5,1,0
17,12,15/09/2023,15:24,5,1,2
5,7,15/09/2023,15:24,5,3,2
14,13,15/09/2023,15:24,5,5,1
20,8,15/09/2023,15:24,5,0,2
1,11,15/09/2023,15:24,5,3,1
21,22,15/09/2023,15:24,5,1,0
1,18,15/09/2023,17:56,5,2,1
21,2,15/09/2023,17:56,5,1,1
10,5,15/09/2023,17:56,5,1,0
3,13,15/09/2023,17:56,5,4,1
7,16,15/09/2023,17:56,5,2,1
8,17,15/09/2023,17:56,5,2,1
12,19,15/09/2023,17:56,5,1,0
20,9,15/09/2023,17:56,5,1,0
14,22,15/09/2023,17:56,5,0,0
11,15,15/09/2023,17:56,5,3,1
16,19,15/09/2023,20:28,5,1,2
12,8,15/09/2023,20:28,5,0,1
21,14,15/09/2023,20:28,5,0,1
11,7,15/09/2023,20:28,5,1,0
1,20,15/09/2023,20:28,5,0,1
2,22,15/09/2023,20:28,5,0,3
5,10,15/09/2023,20:28,5,2,0
9,18,15/09/2023,20:28,5,0,2
15,3,15/09/2023,20:28,5,1,2
13,17,15/09/2023,20:28,5,1,0
14,9,15/09/2023,23:00,5,1,4
11,17,15/09/2023,23:00,5,2,1
1,19,15/09/2023,23:00,5,2,4
12,5,15/09/2023,23:00,5,2,2
13,16,15/09/2023,23:00,5,0,1
2,22,15/09/2023,23:00,5,2,0
7,3,15/09/2023,23:00,5,0,0
20,8,15/09/2023,23:00,5,2,1
21,10,15/09/2023,23:00,5,1,3
18,15,15/09/2023,23:00,5,1,0
15,16,15/09/2023,00:16,6,1,3
2,1,15/09/2023,00:16,6,0,0
22,3,15/09/2023,00:16,6,0,4
8,20,15/09/2023,00:16,6,2,1
19,12,15/09/2023,00:16,6,0,2
10,11,15/09/2023,00:16,6,1,0
18,13,15/09/2023,00:16,6,2,2
14,7,15/09/2023,00:16,6,0,0
17,21,15/09/2023,00:16,6,2,0
9,5,15/09/2023,00:16,6,4,0
20,5,15/09/2023,02:48,6,0,1
7,14,15/09/2023,02:48,6,3,2
22,9,15/09/2023,02:48,6,0,2
18,10,15/09/2023,02:48,6,2,1
15,17,15/09/2023,02:48,6,1,1
2,3,15/09/2023,02:48,6,2,2
1,8,15/09/2023,02:48,6,1,1
13,11,15/09/2023,02:48,6,0,0
12,16,15/09/2023,02:48,6,4,1
21,19,15/09/2023,02:48,6,1,0
7,10,15/09/2023,05:20,6,3,0
9,17,15/09/2023,05:20,6,2,2
16,22,15/09/2023,05:20,6,0,0
21,11,15/09/2023,05:20,6,1,0
8,12,15/09/2023,05:20,6,2,0
2,3,15/09/2023,05:20,6,1,1
20,5,15/09/2023,05:20,6,2,2
1,14,15/09/2023,05:20,6,1,1
13,15,15/09/2023,05:20,6,0,1
19,18,15/09/2023,05:20,6,2,0
11,13,15/09/2023,07:52,6,0,0
3,20,15/09/2023,07:52,6,2,3
8,12,15/09/2023,07:52,6,3,2
17,14,15/09/2023,07:52,6,0,1
7,22,15/09/2023,07:52,6,0,3
2,10,15/09/2023,07:52,6,2,2
18,5,15/09/2023,07:52,6,2,0
16,15,15/09/2023,07:52,6,0,2
19,1,15/09/2023,07:52,6,2,4
21,9,15/09/2023,07:52,6,2,0
20,22,15/09/2023,10:24,6,1,1
17,1,15/09/2023,10:24,6,2,2
15,2,15/09/2023,10:24,6,3,0
16,7,15/09/2023,10:24,6,2,2
9,10,15/09/2023,10:24,6,0,3
21,13,15/09/2023,10:24,6,0,0
18,3,15/09/2023,10:24,6,1,3
11,19,15/09/2023,10:24,6,4,1
5,12,15/09/2023,10:24,6,1,2
8,14,15/09/2023,10:24,6,1,0
17,11,15/09/2023,12:56,6,0,2
7,3,15/09/2023,12:56,6,1,1
20,8,15/09/2023,12:56,6,1,2
5,1,15/09/2023,12:56,6,1,3
19,21,15/09/2023,12:56,6,2,1
22,9,15/09/2023,12:56,6,2,3
13,12,15/09/2023,12:56,6,0,0
2,18,15/09/2023,12:56,6,1,3
16,15,15/09/2023,12:56,6,1,1
14,10,15/09/2023,12:56,6,0,0
3,17,15/09/2023,15:28,6,2,1
8,5,15/09/2023,15:28,6,2,0
20,14,15/09/2023,15:28,6,1,1
12,19,15/09/2023,15:28,6,1,0
7,10,15/09/2023,15:28,6,2,1
13,1,15/09/2023,15:28,6,3,2
9,21,15/09/2023,15:28,6,1,1
18,16,15/09/2023,15:28,6,1,0
22,2,15/09/2023,15:28,6,1,1
11,15,15/09/2023,15:28,6,0,2
2,20,15/09/2023,18:00,6,2,1
22,21,15/09/2023,18:00,6,4,0
16,9,15/09/2023,18:00,6,2,2
19,1,15/09/2023,18:00,6,1,2
10,12,15/09/2023,18:00,6,2,3
17,7,15/09/2023,18:00,6,2,2
13,11,15/09/2023,18:00,6,0,0
15,14,15/09/2023,18:00,6,3,0
18,8,15/09/2023,18:00,6,1,2
5,3,15/09/2023,18:00,6,1,1
22,16,15/09/2023,20:32,6,0,1
10,13,15/09/2023,20:32,6,1,1
5,12,15/09/2023,20:32,6,2,1
3,2,15/09/2023,20:32,6,2,2
19,14,15/09/2023,20:32,6,2,1
8,15,15/09/2023,20:32,6,0,0
17,11,15/09/2023,20:32,6,0,3
7,9,15/09/2023,20:32,6,2,2
18,1,15/09/2023,20:32,6,2,0
20,21,15/09/2023,20:32,6,6,0
22,11,15/09/2023,23:04,6,3,0
15,12,15/09/2023,23:04,6,2,2
3,18,15/09/2023,23:04,6,2,3
9,1,15/09/2023,23:04,6,5,1
10,7,15/09/2023,23:04,6,0,1
13,14,15/09/2023,23:04,6,1,1
17,5,15/09/2023,23:04,6,0,0
19,2,15/09/2023,23:04,6,3,0
16,20,15/09/2023,23:04,6,1,0
8,21,15/09/2023,23:04,6,0,0
18,14,15/09/2023,00:20,7,0,1
1,22,15/09/2023,00:20,7,1,2
13,2,15/09/2023,00:20,7,1,1
16,8,15/09/2023,00:20,7,0,2
20,17,15/09/2023,00:20,7,0,3
5,21,15/09/2023,00:20,7,3,2
12,10,15/09/2023,00:20,7,2,0
3,15,15/09/2023,00:20,7,0,1
7,19,15/09/2023,00:20,7,1,1
11,9,15/09/2023,00:20,7,3,0
17,1,15/09/2023,02:52,7,0,2
14,12,15/09/2023,02:52,7,0,2
7,20,15/09/2023,02:52,7,1,0
9,18,15/09/2023,02:52,7,2,0
3,15,15/09/2023,02:52,7,0,3
11,8,15/09/2023,02:52,7,0,2
5,22,15/09/2023,02:52,7,1,4
10,13,15/09/2023,02:52,7,1,1
19,2,15/09/2023,02:52,7,2,1
16,21,15/09/2023,02:52,7,5,1
15,2,15/09/2023,05:24,7,3,0
10,1,15/09/2023,05:24,7,1,1
14,21,15/09/2023,05:24,7,1,1
7,16,15/09/2023,05:24,7,3,1
17,20,15/09/2023,05:24,7,2,1
11,13,15/09/2023,05:24,7,3,0
22,19,15/09/2023,05:24,7,0,2
18,9,15/09/2023,05:24,7,1,3
3,8,15/09/2023,05:24,7,1,2
5,12,15/09/2023,05:24,7,0,2
7,18,15/09/2023,07:56,7,0,5
10,17,15/09/2023,07:56,7,3,2
20,16,15/09/2023,07:56,7,2,2
1,11,15/09/2023,07:56,7,1,0
14,8,15/09/2023,07:56,7,1,0
22,19,15/09/2023,07:56,7,1,1
15,12,15/09/2023,07:56,7,0,1
13,2,15/09/2023,07:56,7,2,2
5,21,15/09/2023,07:56,7,2,2
9,3,15/09/2023,07:56,7,0,0
5,11,15/09/2023,10:28,7,1,4
14,18,15/09/2023,10:28,7,2,4
1,20,15/09/2023,10:28,7,1,0
19,21,15/09/2023,10:28,7,2,1
12,17,15/09/2023,10:28,7,2,0
22,8,15/09/2023,10:28,7,1,3
3,15,15/09/2023,10:28,7,0,2
10,2,15/09/2023,10:28,7,2,0
13,16,15/09/2023,10:28,7,1,1
7,9,15/09/2023,10:28,7,0,1
18,7,15/09/2023,13:00,7,4,2
8,19,15/09/2023,13:00,7,2,2
12,22,15/09/2023,13:00,7,1,1
11,15,15/09/2023,13:00,7,2,1
14,5,15/09/2023,13:00,7,2,0
1,13,15/09/2023,13:00,7,1,1
9,17,15/09/2023,13:00,7,2,1
21,16,15/09/2023,13:00,7,3,0
3,20,15/09/2023,13:00,7,3,0
10,2,15/09/2023,13:00,7,3,2
16,7,15/09/2023,15:32,7,2,3
15,13,15/09/2023,15:32,7,1,1
1,20,15/09/2023,15:32,7,0,0
10,5,15/09/2023,15:32,7,2,0
12,22,15/09/2023,15:32,7,3,0
14,8,15/09/2023,15:32,7,0,0
17,11,15/09/2023,15:32,7,1,1
19,3,15/09/2023,15:32,7,1,0
21,18,15/09/2023,15:32,7,1,1
2,9,15/09/2023,15:32,7,0,0
14,13,15/09/2023,18:04,7,1,1
20,22,15/09/2023,18:04,7,1,1
11,3,15/09/2023,18:04,7,0,0
7,18,15/09/2023,18:04,7,1,1
12,5,15/09/2023,18:04,7,3,1
